X-coordinate,Y-coordinate,Channel Gain,Time Delay,AoA_theta,AoA_phi,AoD_theta,AoD_phi,First X-coordinate,First y-coordinate,Last X-coordinate,Last y-coordinate
-1560.0,-1700.0,-126.957,9.52512e-07,94.2187,150.203,94.2187,-90.2256,-1600.9,-1729.06,-1567.24,-1695.85
-1558.0,-1700.0,-126.14,9.58294e-07,94.1933,150.402,94.1933,-90.0268,-1600.11,-1729.4,-1565.66,-1695.65
-1556.0,-1700.0,-136.38,6.88271e-07,84.7149,74.5097,95.2851,-77.5835,-1560.03,-1681.57,-1554.88,-1695.95
-1554.0,-1700.0,-140.27,9.39917e-07,87.7071,-60.9234,94.7868,-58.9936,-1508.65,-1651.99,-1541.45,-1722.57
-1552.0,-1700.0,-138.659,9.00182e-07,85.1701,-105.979,93.9041,-78.2027,-1552.97,-1725.19,-1558.62,-1723.11
-1550.0,-1700.0,-139.113,9.23244e-07,86.0625,-107.106,93.9375,-78.6408,-1554.21,-1727.92,-1557.96,-1725.85
-1548.0,-1700.0,-134.256,8.41125e-07,85.6774,-96.3191,94.3226,-77.4882,-1550.54,-1722.9,-1550.54,-1722.9
-1546.0,-1700.0,-112.674,8.42053e-07,85.6821,-98.6231,94.3179,-77.2245,-1549.47,-1722.86,-1549.47,-1722.86
-1544.0,-1700.0,-112.433,8.43076e-07,85.6874,-99.0728,94.3126,-76.7748,-1547.64,-1722.8,-1547.64,-1722.8
-1542.0,-1700.0,-112.225,8.44151e-07,85.6929,-99.5214,94.3071,-76.3262,-1545.81,-1722.73,-1545.81,-1722.73
-1540.0,-1700.0,-112.05,8.45278e-07,85.6987,-99.9687,94.3013,-75.8789,-1543.98,-1722.66,-1543.98,-1722.66
-1538.0,-1700.0,-111.903,8.46455e-07,85.7046,-100.415,94.2954,-75.4327,-1542.15,-1722.6,-1542.15,-1722.6
-1536.0,-1700.0,-128.017,7.78136e-07,86.1443,64.0572,94.9677,-57.8389,-1509.06,-1644.63,-1509.06,-1644.63
-1534.0,-1700.0,-107.927,7.05596e-07,84.845,108.263,95.155,-71.7371,-1534.0,-1700.0,-1600.0,-1500.0
-1532.0,-1700.0,-107.953,7.07707e-07,84.8605,108.778,95.1395,-71.222,-1532.0,-1700.0,-1600.0,-1500.0
-1530.0,-1700.0,-107.98,7.09875e-07,84.8762,109.29,95.1238,-70.71,-1530.0,-1700.0,-1600.0,-1500.0
-1528.0,-1700.0,-108.007,7.12099e-07,84.8922,109.799,95.1078,-70.2011,-1528.0,-1700.0,-1600.0,-1500.0
-1526.0,-1700.0,-108.035,7.14378e-07,84.9086,110.304,95.0914,-69.6955,-1526.0,-1700.0,-1600.0,-1500.0
-1524.0,-1700.0,-108.063,7.16712e-07,84.9252,110.807,95.0748,-69.1932,-1524.0,-1700.0,-1600.0,-1500.0
-1522.0,-1700.0,-108.092,7.191e-07,84.9421,111.306,95.0579,-68.6942,-1522.0,-1700.0,-1600.0,-1500.0
-1520.0,-1700.0,-108.122,7.21542e-07,84.9593,111.801,95.0407,-68.1986,-1520.0,-1700.0,-1600.0,-1500.0
-1518.0,-1700.0,-108.152,7.2402e-07,84.9922,112.294,95.0078,-67.7064,-1518.0,-1700.0,-1600.0,-1500.0
-1516.0,-1700.0,-108.182,7.26548e-07,85.0287,112.782,94.9713,-67.2176,-1516.0,-1700.0,-1600.0,-1500.0
-1514.0,-1700.0,-108.213,7.29127e-07,85.0652,113.268,94.9348,-66.7323,-1514.0,-1700.0,-1600.0,-1500.0
-1512.0,-1700.0,-108.245,7.31759e-07,85.1019,113.749,94.8981,-66.2505,-1512.0,-1700.0,-1600.0,-1500.0
-1510.0,-1700.0,-108.276,7.34442e-07,85.1386,114.228,94.8614,-65.7723,-1510.0,-1700.0,-1600.0,-1500.0
-1508.0,-1700.0,-108.309,7.37195e-07,85.1575,114.702,94.8425,-65.2976,-1508.0,-1700.0,-1600.0,-1500.0
-1506.0,-1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1504.0,-1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1502.0,-1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1500.0,-1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1498.0,-1700.0,-129.983,9.2882e-07,91.738,50.1544,94.5802,-44.8187,-1455.77,-1643.32,-1479.23,-1677.51
-1496.0,-1700.0,-131.858,9.24027e-07,86.46,50.2644,94.0616,-45.1819,-1452.85,-1648.09,-1452.85,-1648.09
-1494.0,-1700.0,-127.672,9.08507e-07,85.9985,-107.048,94.0015,-66.3853,-1505.35,-1716.49,-1498.96,-1716.18
-1492.0,-1700.0,-145.442,9.16498e-07,91.6509,53.8859,94.6419,-44.8187,-1455.77,-1643.32,-1474.67,-1676.24
-1490.0,-1700.0,-115.091,8.25322e-07,85.5944,118.031,94.4056,-63.4309,-1504.85,-1690.28,-1500.68,-1679.94
-1488.0,-1700.0,-116.275,8.60851e-07,91.8976,55.333,94.9427,-50.2549,-1463.32,-1664.37,-1472.61,-1677.75
-1486.0,-1700.0,-116.732,8.5044e-07,91.9221,56.3269,95.0034,-51.2226,-1464.82,-1668.26,-1471.18,-1677.76
-1484.0,-1700.0,-117.119,8.4676e-07,91.9304,56.7029,95.0252,-51.5993,-1464.72,-1670.68,-1469.39,-1677.76
-1482.0,-1700.0,-117.741,8.43117e-07,91.9388,57.0821,95.0469,-51.9793,-1464.61,-1673.16,-1467.6,-1677.76
-1480.0,-1700.0,-122.104,8.38922e-07,85.666,57.6327,94.334,-52.3393,-1464.51,-1675.56,-1464.51,-1675.56
-1478.0,-1700.0,-121.988,1.08263e-06,86.6429,-58.0863,93.3571,-58.5316,-1454.31,-1738.04,-1454.31,-1738.04
-1476.0,-1700.0,-128.352,1.07922e-06,86.6323,-60.3082,93.3677,-58.5316,-1454.31,-1738.04,-1454.31,-1738.04
-1474.0,-1700.0,-108.926,7.91281e-07,85.4045,122.211,94.5955,-57.7891,-1474.0,-1700.0,-1600.0,-1500.0
-1472.0,-1700.0,-108.965,7.94847e-07,85.4252,122.619,94.5748,-57.3808,-1472.0,-1700.0,-1600.0,-1500.0
-1470.0,-1700.0,-109.005,7.98453e-07,85.4459,123.024,94.5541,-56.9761,-1470.0,-1700.0,-1600.0,-1500.0
-1468.0,-1700.0,-109.045,8.02098e-07,85.4666,123.425,94.5334,-56.5752,-1468.0,-1700.0,-1600.0,-1500.0
-1466.0,-1700.0,-109.085,8.05782e-07,85.4874,123.822,94.5126,-56.1779,-1466.0,-1700.0,-1600.0,-1500.0
-1464.0,-1700.0,-109.125,8.09504e-07,85.5082,124.216,94.4918,-55.7843,-1464.0,-1700.0,-1600.0,-1500.0
-1462.0,-1700.0,-109.165,8.13263e-07,85.529,124.606,94.471,-55.3943,-1462.0,-1700.0,-1600.0,-1500.0
-1460.0,-1700.0,-109.206,8.1706e-07,85.5498,124.992,94.4502,-55.008,-1460.0,-1700.0,-1600.0,-1500.0
-1458.0,-1700.0,-109.247,8.20894e-07,85.5706,125.375,94.4294,-54.6252,-1458.0,-1700.0,-1600.0,-1500.0
-1456.0,-1700.0,-109.288,8.24764e-07,85.5915,125.754,94.4085,-54.2461,-1456.0,-1700.0,-1600.0,-1500.0
-1454.0,-1700.0,-109.329,8.2867e-07,85.6123,126.129,94.3877,-53.8706,-1454.0,-1700.0,-1600.0,-1500.0
-1452.0,-1700.0,-109.37,8.3261e-07,85.6331,126.501,94.3669,-53.4986,-1452.0,-1700.0,-1600.0,-1500.0
-1450.0,-1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1448.0,-1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1446.0,-1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1444.0,-1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1442.0,-1700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1440.0,-1700.0,-112.335,1.00796e-06,86.3939,47.2002,93.6061,-40.5468,-1407.39,-1664.78,-1407.39,-1664.78
-1438.0,-1700.0,-112.289,1.00344e-06,86.3776,47.4803,93.6224,-40.8269,-1407.29,-1666.5,-1407.29,-1666.5
-1436.0,-1700.0,-112.27,9.98955e-07,86.3613,47.763,93.6387,-41.1096,-1407.18,-1668.26,-1407.18,-1668.26
-1434.0,-1700.0,-141.99,9.37603e-07,78.1211,-122.439,93.4124,-53.4397,-1442.16,-1712.84,-1442.16,-1712.84
-1432.0,-1700.0,-127.628,9.88253e-07,86.3219,-120.562,93.6781,-54.9741,-1450.57,-1713.2,-1439.51,-1712.73
-1430.0,-1700.0,-112.278,9.94238e-07,86.344,47.9269,93.656,-41.5007,-1405.11,-1672.43,-1405.11,-1672.43
-1428.0,-1700.0,-112.324,9.89788e-07,86.3276,48.2143,93.6724,-41.7881,-1405.01,-1674.27,-1405.01,-1674.27
-1426.0,-1700.0,-133.192,9.85421e-07,86.3113,50.2642,93.6887,-41.8571,-1404.98,-1674.72,-1404.98,-1674.72
-1424.0,-1700.0,-132.053,8.91259e-07,84.1579,131.162,93.8529,-48.6284,-1443.91,-1677.23,-1443.91,-1677.23
-1422.0,-1700.0,-129.492,8.95647e-07,84.669,131.543,93.879,-48.3131,-1443.99,-1675.18,-1443.99,-1675.18
-1420.0,-1700.0,-115.851,9.47213e-07,86.1623,49.6568,93.8377,-44.6522,-1409.76,-1687.94,-1409.76,-1687.94
